daily_travel_time,vehicle_ownership,location_type,nearby_industries,green_space_access,home_air_quality,work_location_type,smoker_in_household,noise_pollution_level,use_of_air_purifiers,awareness_level,years_in_location,pollution_exposure_score,risk_category
50.1,None,Rural,2.0,,61.7,Factory,False,66.8,True,,35.0,50.66,Medium
18.5,Two-wheeler,Semi-Urban,2.0,Moderate,61.2,Office,True,80.1,True,Medium,34.0,31.54,Medium
,None,Rural,1.0,Moderate,59.4,Office,False,53.0,True,High,21.0,14.62,Low
62.6,Car,Semi-Urban,1.0,Moderate,91.4,Remote,False,63.5,True,Medium,4.0,34.04,Medium
52.0,None,Urban,,Moderate,68.6,Office,True,19.6,False,High,22.0,53.13,Medium
56.4,None,Urban,2.0,Moderate,70.9,,False,41.2,False,Low,20.0,47.33,Medium
52.7,Two-wheeler,Rural,2.0,Moderate,63.7,Fieldwork,False,47.1,False,Medium,18.0,32.99,Medium
77.5,,Urban,4.0,High,68.0,Remote,True,29.5,False,Low,7.0,55.0,Medium
,Public Only,Urban,2.0,High,63.0,Factory,False,52.6,True,High,18.0,38.69,Medium
37.3,None,Urban,0.0,High,87.3,Fieldwork,False,83.9,False,High,31.0,37.01,Medium
,None,Urban,1.0,Moderate,59.1,,False,56.2,False,Medium,4.0,23.22,Low
50.0,Two-wheeler,Urban,1.0,Moderate,72.5,Factory,True,76.7,False,High,,46.02,Medium
,,Urban,,Low,91.3,Remote,True,64.2,False,Medium,32.0,41.22,Medium
41.3,Two-wheeler,Urban,0.0,Low,69.8,Remote,False,84.4,False,Medium,7.0,35.24,Medium
40.9,Car,Semi-Urban,3.0,Low,55.7,Factory,True,48.8,True,High,40.0,63.23,Medium
17.7,None,Urban,2.0,Moderate,49.0,Office,True,36.6,False,Low,,46.32,Medium
26.4,Car,Semi-Urban,2.0,Moderate,52.6,Remote,False,65.7,False,Medium,32.0,41.48,Medium
61.2,None,Semi-Urban,,Low,65.9,Office,False,18.6,True,Low,14.0,40.01,Medium
49.6,None,Semi-Urban,3.0,,86.8,Office,False,61.9,False,Medium,,40.09,Medium
47.0,Car,Urban,1.0,Moderate,69.1,Office,False,5.8,False,Medium,2.0,35.37,Medium
51.1,Car,Semi-Urban,6.0,Low,54.2,Factory,False,32.6,True,High,34.0,72.87,High
46.9,Two-wheeler,Urban,2.0,Low,55.4,Remote,False,57.0,False,Medium,19.0,42.8,Medium
69.9,Two-wheeler,Urban,2.0,Low,57.8,Remote,False,24.5,False,High,34.0,49.55,Medium
47.5,Car,Semi-Urban,0.0,Low,39.9,Office,True,41.8,True,Low,38.0,55.16,Medium
15.8,None,Urban,3.0,High,53.1,Remote,False,23.7,False,Low,38.0,40.66,Medium
77.6,Two-wheeler,Urban,1.0,Moderate,52.5,,False,64.2,True,Medium,32.0,37.24,Medium
52.4,,Urban,2.0,Low,100.0,,False,72.7,False,Low,24.0,62.44,Medium
33.2,Public Only,Urban,2.0,Low,73.9,Factory,False,50.1,True,Medium,25.0,45.88,Medium
,Two-wheeler,Urban,1.0,Moderate,43.9,Fieldwork,False,93.9,True,High,25.0,41.74,Medium
52.9,Two-wheeler,Rural,1.0,High,36.5,Remote,False,45.3,False,,39.0,34.1,Medium
,Two-wheeler,Urban,4.0,Moderate,40.4,Office,False,23.3,False,High,29.0,52.71,Medium
76.5,Public Only,Urban,4.0,Moderate,81.2,Factory,False,21.4,False,High,33.0,59.43,Medium
38.1,Car,Semi-Urban,5.0,High,39.8,Fieldwork,True,47.1,False,Medium,22.0,71.09,High
28.3,None,Semi-Urban,5.0,Moderate,84.1,Remote,True,56.5,True,,27.0,40.91,Medium
62.9,Public Only,Rural,0.0,High,63.6,Office,False,100.0,False,High,27.0,24.86,Low
63.5,,Rural,2.0,Low,56.3,Office,False,28.6,False,Medium,34.0,48.42,Medium
48.4,Two-wheeler,Semi-Urban,1.0,Moderate,42.8,Fieldwork,True,37.4,False,High,29.0,47.51,Medium
58.5,Car,Rural,2.0,Low,79.0,,True,59.6,True,Medium,18.0,44.69,Medium
44.2,Car,Urban,3.0,,68.2,Fieldwork,False,51.9,True,Low,10.0,52.28,Medium
49.7,,Semi-Urban,2.0,Moderate,73.5,,True,38.0,True,Low,37.0,46.5,Medium
68.3,None,Rural,4.0,Moderate,55.9,Remote,False,49.1,False,,37.0,40.92,Medium
,,Semi-Urban,1.0,Low,70.0,Remote,True,27.3,False,High,5.0,46.64,Medium
41.6,Car,Rural,1.0,Moderate,82.2,Factory,False,41.1,False,Medium,16.0,36.89,Medium
72.0,Car,Urban,,Moderate,68.9,Factory,False,27.8,True,High,,50.47,Medium
0.0,Car,Urban,4.0,High,44.2,Fieldwork,False,70.9,False,High,29.0,65.56,Medium
86.0,,Rural,2.0,Moderate,67.8,Remote,False,64.8,False,Medium,32.0,38.74,Medium
10.9,Public Only,Urban,2.0,Moderate,71.3,Office,True,49.0,False,Medium,28.0,33.56,Medium
32.5,Car,Semi-Urban,4.0,Moderate,85.2,Factory,True,50.3,False,High,34.0,60.67,Medium
,Car,Urban,3.0,Low,68.8,Office,False,54.5,True,Medium,,52.63,Medium
42.1,Car,Semi-Urban,1.0,Moderate,76.5,Remote,True,40.9,True,High,40.0,36.79,Medium
65.1,Two-wheeler,Rural,0.0,,69.2,Remote,False,16.2,True,Low,33.0,21.88,Low
23.8,Car,Urban,3.0,Moderate,39.7,Office,True,43.2,True,High,4.0,49.37,Medium
50.2,Car,Urban,1.0,High,72.4,Fieldwork,False,59.8,False,Low,19.0,50.5,Medium
33.4,Public Only,Urban,4.0,,61.8,Factory,False,69.0,False,Medium,22.0,54.27,Medium
50.9,Public Only,Rural,0.0,Low,90.0,Factory,False,51.4,False,High,,35.34,Medium
43.7,Public Only,Semi-Urban,3.0,Moderate,38.4,Factory,False,37.9,False,Medium,24.0,52.01,Medium
46.9,None,Urban,2.0,Low,43.0,Fieldwork,False,61.2,True,High,36.0,61.81,Medium
34.0,Two-wheeler,Urban,3.0,Moderate,70.9,Factory,True,53.5,False,Low,3.0,51.0,Medium
34.8,Car,Rural,1.0,Low,82.7,Office,False,29.2,False,Medium,5.0,33.72,Medium
50.7,Public Only,Rural,3.0,Moderate,58.2,Factory,False,14.0,True,Medium,30.0,36.56,Medium
,None,Urban,2.0,Moderate,58.3,Office,False,39.2,False,Medium,9.0,35.16,Medium
33.0,Car,Urban,2.0,Low,63.1,Factory,False,80.5,False,Low,14.0,66.1,Medium
27.6,Car,Semi-Urban,1.0,Moderate,52.7,Factory,False,61.1,False,High,1.0,40.62,Medium
57.3,Public Only,Semi-Urban,1.0,Low,74.8,Office,False,79.7,False,High,33.0,42.69,Medium
44.3,Car,Rural,2.0,,52.8,Fieldwork,False,49.3,False,Medium,11.0,39.15,Medium
61.6,Car,Urban,0.0,High,70.5,Office,False,49.2,False,Low,20.0,41.15,Medium
,Car,Semi-Urban,1.0,Moderate,40.2,Fieldwork,False,0.0,True,Medium,15.0,41.2,Medium
,Public Only,Semi-Urban,,Moderate,85.8,Office,False,11.7,False,High,34.0,21.04,Low
34.3,None,Rural,2.0,Moderate,28.2,Remote,False,59.2,False,High,27.0,33.11,Medium
29.7,Car,Urban,3.0,Moderate,44.1,Office,False,53.8,True,Medium,19.0,48.63,Medium
43.4,None,Urban,1.0,Low,93.8,Remote,False,4.7,True,High,35.0,36.14,Medium
32.3,Car,Urban,,Moderate,61.5,Office,True,52.6,False,High,20.0,40.38,Medium
59.8,Public Only,Rural,1.0,Moderate,50.1,Office,False,70.1,False,,27.0,28.75,Low
,None,Urban,2.0,High,40.8,Office,False,56.3,False,High,8.0,39.49,Medium
,Public Only,Urban,2.0,High,53.5,Remote,False,39.3,False,High,40.0,37.85,Medium
48.2,Two-wheeler,Semi-Urban,1.0,Low,64.3,Remote,True,0.2,True,High,38.0,37.52,Medium
48.9,Car,Urban,5.0,Moderate,67.3,Remote,False,58.1,True,High,8.0,50.09,Medium
44.5,Two-wheeler,Urban,2.0,Moderate,64.8,Office,False,32.2,False,Low,31.0,40.07,Medium
55.2,Two-wheeler,Urban,2.0,High,33.2,Office,False,60.2,False,Low,13.0,52.1,Medium
29.1,,Semi-Urban,4.0,Moderate,62.1,Remote,False,64.0,True,Low,22.0,40.17,Medium
73.0,Car,Semi-Urban,1.0,Moderate,65.1,Remote,False,68.4,False,Low,24.0,48.33,Medium
,Public Only,Rural,4.0,,65.2,Office,True,57.6,False,Medium,32.0,39.49,Medium
,Two-wheeler,Rural,0.0,Moderate,60.4,Fieldwork,False,43.1,True,Medium,40.0,17.55,Low
48.8,None,Urban,4.0,High,41.6,Factory,True,61.7,True,Low,7.0,67.65,Medium
28.0,Car,Semi-Urban,2.0,Low,46.2,Fieldwork,False,29.7,True,Low,14.0,58.99,Medium
58.3,,Urban,1.0,Low,78.2,Remote,False,76.4,False,Medium,18.0,44.65,Medium
,Public Only,Urban,3.0,Moderate,48.4,Office,False,36.4,False,,15.0,58.49,Medium
,,Urban,1.0,Low,49.2,Factory,False,86.2,False,High,27.0,58.86,Medium
51.6,Car,Urban,1.0,Moderate,55.6,,False,45.0,False,Low,37.0,55.73,Medium
9.9,Two-wheeler,Urban,1.0,Low,41.8,Remote,False,59.9,True,High,1.0,33.03,Medium
54.1,None,Urban,0.0,Moderate,69.5,Fieldwork,False,52.5,True,Low,15.0,32.71,Medium
27.3,Public Only,Semi-Urban,2.0,Low,41.0,Office,False,14.0,False,Low,22.0,48.74,Medium
32.5,Public Only,Urban,2.0,,76.3,Office,False,60.7,True,Medium,10.0,38.65,Medium
23.0,Car,Semi-Urban,0.0,Moderate,39.8,Remote,False,34.6,True,High,26.0,30.91,Medium
59.6,Public Only,Urban,2.0,High,55.8,Remote,False,47.6,True,High,24.0,32.63,Medium
65.1,Car,Urban,0.0,Moderate,65.2,,False,50.9,True,High,15.0,32.01,Medium
45.5,Two-wheeler,Urban,4.0,Low,71.9,Factory,False,29.4,False,,15.0,64.05,Medium
27.7,,Urban,3.0,Moderate,56.6,Remote,False,37.9,False,Low,14.0,38.51,Medium
76.8,Car,Urban,2.0,High,49.5,Office,False,75.1,False,Medium,10.0,59.84,Medium
30.0,Two-wheeler,Semi-Urban,2.0,Moderate,81.3,Factory,False,23.7,False,Low,33.0,42.29,Medium
1.8,None,Semi-Urban,1.0,Moderate,62.7,Factory,True,61.8,True,High,26.0,31.58,Medium
54.2,Public Only,Urban,2.0,High,57.4,,False,42.4,False,Medium,17.0,43.74,Medium
22.9,,Urban,0.0,Low,32.7,Factory,False,70.0,False,Medium,16.0,51.33,Medium
64.8,None,Rural,1.0,Moderate,62.9,,False,64.1,False,Low,17.0,41.18,Medium
37.4,None,Urban,1.0,Low,59.9,Fieldwork,False,36.1,True,High,11.0,37.91,Medium
57.1,,Urban,2.0,High,39.7,Office,True,63.7,True,Medium,30.0,51.01,Medium
73.0,Car,Semi-Urban,,Low,48.3,Office,False,38.6,True,High,12.0,55.09,Medium
20.8,Car,Semi-Urban,2.0,High,61.4,Factory,False,84.2,False,High,14.0,46.17,Medium
33.7,None,Semi-Urban,5.0,Moderate,67.0,Office,True,52.4,False,Low,16.0,48.81,Medium
43.5,Two-wheeler,Semi-Urban,0.0,Low,44.7,Office,False,43.2,False,Low,16.0,41.66,Medium
75.8,Two-wheeler,Urban,3.0,Moderate,44.9,Office,False,41.6,False,Medium,11.0,50.95,Medium
31.8,None,Urban,1.0,High,61.7,Remote,False,42.9,False,Medium,34.0,29.47,Low
33.1,None,Urban,1.0,Low,47.4,Factory,False,44.1,False,High,3.0,50.84,Medium
54.6,Two-wheeler,Semi-Urban,0.0,High,57.0,Factory,False,64.4,False,High,37.0,38.48,Medium
33.5,None,Rural,2.0,Moderate,86.6,Fieldwork,False,40.1,True,High,32.0,27.62,Low
48.1,None,Urban,0.0,Low,59.4,Office,False,33.2,True,Low,23.0,34.83,Medium
14.0,Car,Urban,4.0,Low,75.3,Office,True,71.5,False,High,17.0,63.25,Medium
89.3,Car,Urban,1.0,,41.3,Office,True,77.2,True,Medium,12.0,57.98,Medium
18.0,None,Urban,2.0,High,48.5,Remote,False,34.4,False,Medium,35.0,40.52,Medium
38.6,None,Urban,4.0,High,48.2,Remote,False,44.2,False,Medium,30.0,52.16,Medium
44.4,Public Only,Semi-Urban,2.0,Moderate,43.4,Fieldwork,True,74.9,True,Medium,32.0,51.77,Medium
83.3,Car,Rural,1.0,High,33.5,Factory,True,59.2,False,Low,2.0,59.57,Medium
,None,Urban,2.0,Moderate,62.9,Factory,True,82.0,False,Medium,34.0,49.31,Medium
84.7,Public Only,Urban,0.0,Low,65.8,Remote,True,64.0,False,Medium,20.0,49.69,Medium
,Public Only,Urban,0.0,Moderate,45.8,Remote,False,59.7,False,Medium,9.0,34.5,Medium
53.3,Public Only,Urban,3.0,High,48.8,Remote,False,42.8,True,Medium,35.0,46.79,Medium
25.3,Public Only,Urban,1.0,Moderate,61.2,Factory,False,30.5,False,,22.0,39.5,Medium
56.4,Car,Semi-Urban,1.0,Moderate,60.3,Fieldwork,False,25.9,False,Medium,30.0,44.67,Medium
30.5,Public Only,Urban,,Moderate,75.5,Factory,False,49.4,True,High,28.0,41.49,Medium
70.3,Car,Rural,1.0,Moderate,77.0,Factory,False,78.2,True,Medium,4.0,39.86,Medium
25.6,Public Only,Semi-Urban,2.0,Low,50.0,Fieldwork,False,29.0,False,Low,28.0,56.61,Medium
42.7,Public Only,Semi-Urban,0.0,Low,59.0,Office,True,47.5,False,Medium,34.0,35.85,Medium
33.9,Two-wheeler,Urban,,Low,45.0,Factory,False,16.8,False,Medium,19.0,58.26,Medium
25.2,Car,Semi-Urban,3.0,Low,82.5,Office,False,77.7,False,Low,33.0,59.21,Medium
59.8,Two-wheeler,Urban,2.0,Moderate,64.0,Factory,False,33.8,False,,36.0,52.56,Medium
55.7,Two-wheeler,Urban,1.0,Low,74.9,Factory,False,95.4,False,Medium,19.0,53.25,Medium
69.2,Public Only,Urban,,Moderate,54.6,Factory,False,59.2,False,Medium,22.0,56.18,Medium
9.4,Car,Rural,1.0,Moderate,75.3,Office,True,80.9,False,Medium,37.0,34.9,Medium
66.3,None,Urban,1.0,Moderate,71.2,Remote,False,15.3,True,Low,32.0,35.23,Medium
95.1,Public Only,Urban,4.0,Low,79.2,Office,False,0.5,False,High,23.0,60.96,Medium
36.0,,Urban,1.0,,39.8,Factory,False,42.3,True,High,29.0,51.52,Medium
82.9,Two-wheeler,Urban,1.0,Moderate,61.1,Remote,True,50.8,False,Medium,30.0,42.27,Medium
39.7,Car,Urban,,Moderate,76.5,Office,True,62.5,False,Low,14.0,49.53,Medium
17.6,Public Only,Urban,0.0,Moderate,46.0,Fieldwork,False,80.8,True,Medium,27.0,37.23,Medium
38.9,Car,Semi-Urban,3.0,Moderate,67.8,Remote,False,43.8,True,High,23.0,37.65,Medium
66.0,Two-wheeler,Urban,0.0,Low,68.6,Office,False,41.5,False,Medium,1.0,34.11,Medium
28.2,Car,Semi-Urban,3.0,Moderate,70.5,,False,45.5,True,,35.0,37.89,Medium
33.0,Car,Semi-Urban,1.0,Low,65.0,Factory,False,57.3,False,,32.0,51.53,Medium
56.9,Two-wheeler,Urban,4.0,Moderate,69.3,Office,True,25.2,False,Low,36.0,56.48,Medium
45.1,Public Only,Semi-Urban,2.0,Moderate,66.5,,False,14.1,True,,13.0,30.75,Medium
56.7,None,Semi-Urban,0.0,Moderate,77.8,Office,False,56.5,False,High,29.0,24.11,Low
49.8,Two-wheeler,Semi-Urban,0.0,Moderate,49.2,Office,False,23.0,True,Medium,16.0,25.01,Low
54.6,Two-wheeler,Semi-Urban,0.0,Moderate,65.1,Remote,False,72.8,True,Low,20.0,26.58,Low
,Public Only,Semi-Urban,2.0,Moderate,78.3,Factory,False,5.8,False,Low,39.0,44.48,Medium
49.6,Public Only,Urban,2.0,Moderate,48.2,Fieldwork,True,34.3,True,Low,40.0,58.57,Medium
26.5,,Semi-Urban,0.0,High,49.6,Factory,False,23.0,False,Medium,40.0,47.34,Medium
70.8,Two-wheeler,Urban,0.0,Low,67.9,Fieldwork,False,36.5,False,Low,,52.91,Medium
32.3,Car,Semi-Urban,3.0,Moderate,80.7,Fieldwork,True,32.4,False,,27.0,53.18,Medium
67.6,Car,Urban,3.0,Moderate,58.0,Fieldwork,False,72.5,False,Medium,32.0,64.78,Medium
40.3,Public Only,Rural,,High,61.4,,False,100.0,True,Medium,11.0,31.33,Medium
49.0,Public Only,Urban,3.0,Moderate,65.5,Fieldwork,True,25.5,False,Medium,20.0,50.47,Medium
35.1,Car,Semi-Urban,1.0,Moderate,52.7,Office,False,36.1,False,Medium,23.0,32.53,Medium
24.7,Two-wheeler,Semi-Urban,3.0,Low,92.9,Office,False,47.1,True,High,34.0,37.08,Medium
,Two-wheeler,Rural,3.0,Moderate,46.1,,False,28.8,True,High,20.0,27.56,Low
23.9,Car,Semi-Urban,1.0,Moderate,61.4,Office,False,61.2,False,Low,7.0,36.58,Medium
38.5,None,Urban,4.0,High,61.6,Fieldwork,True,22.3,True,High,7.0,46.29,Medium
49.2,None,Rural,0.0,Low,27.2,Fieldwork,True,62.2,True,Medium,18.0,45.71,Medium
65.2,Public Only,Semi-Urban,3.0,Low,47.4,Fieldwork,False,51.8,False,High,40.0,65.78,Medium
36.1,Two-wheeler,Semi-Urban,,Moderate,39.7,Factory,False,65.1,False,,16.0,44.79,Medium
27.4,Car,Rural,2.0,Moderate,70.8,Fieldwork,True,49.8,False,Medium,27.0,43.42,Medium
16.1,Car,Urban,2.0,Low,34.6,,False,64.7,False,Medium,11.0,58.13,Medium
54.6,Two-wheeler,Urban,3.0,Low,74.1,,False,60.6,False,Low,29.0,68.16,Medium
72.7,Public Only,Semi-Urban,,High,42.3,Fieldwork,False,46.4,False,,40.0,53.78,Medium
70.3,Public Only,Semi-Urban,,Moderate,74.4,Fieldwork,False,61.2,False,Medium,3.0,42.35,Medium
59.2,None,Urban,3.0,Low,39.1,Factory,False,78.5,False,Medium,6.0,69.33,Medium
57.8,Two-wheeler,Semi-Urban,1.0,Low,66.4,Remote,False,14.3,False,High,21.0,36.21,Medium
,Two-wheeler,Urban,2.0,,74.0,Factory,True,9.4,True,High,33.0,59.87,Medium
51.6,Car,Semi-Urban,2.0,Moderate,68.6,Factory,False,76.0,False,Low,30.0,58.93,Medium
57.9,Two-wheeler,Rural,0.0,High,41.7,Fieldwork,False,68.0,True,Low,17.0,38.19,Medium
38.6,None,Urban,3.0,High,76.9,Remote,False,78.6,False,Low,40.0,49.5,Medium
17.8,,Semi-Urban,1.0,Moderate,68.2,Factory,True,47.8,False,High,37.0,36.38,Medium
31.3,Car,Semi-Urban,,Moderate,24.6,Fieldwork,False,85.1,True,Medium,20.0,47.32,Medium
44.8,None,Urban,1.0,Moderate,61.7,Remote,False,100.0,False,Medium,19.0,33.55,Medium
46.2,Car,Urban,2.0,Moderate,100.0,Office,False,73.1,False,High,38.0,50.5,Medium
83.5,Two-wheeler,Urban,4.0,Moderate,76.7,Office,False,61.6,False,Low,14.0,57.31,Medium
46.6,Public Only,Semi-Urban,5.0,Low,52.5,Fieldwork,False,64.7,True,Medium,2.0,55.73,Medium
68.6,Two-wheeler,Urban,1.0,Low,68.2,Office,False,53.4,True,Low,7.0,40.08,Medium
36.3,,Urban,1.0,Moderate,54.1,Factory,False,56.4,False,Low,11.0,39.5,Medium
38.8,,Urban,1.0,High,75.2,Office,False,59.0,True,Medium,1.0,29.28,Low
18.4,Public Only,Urban,3.0,Moderate,47.8,Fieldwork,False,95.5,False,Medium,7.0,51.6,Medium
30.2,Two-wheeler,Semi-Urban,4.0,Low,78.1,Fieldwork,False,34.8,True,,28.0,52.98,Medium
,None,Semi-Urban,2.0,Low,73.8,,False,45.6,True,Medium,33.0,37.94,Medium
45.2,None,Urban,,Moderate,69.6,Office,True,50.1,False,Medium,15.0,32.9,Medium
63.9,Car,Semi-Urban,3.0,Moderate,91.1,Fieldwork,False,62.5,True,High,9.0,51.15,Medium
48.6,Car,Semi-Urban,1.0,High,75.1,,False,54.9,True,High,29.0,38.67,Medium
38.0,Public Only,Urban,1.0,Moderate,75.3,Remote,False,24.3,True,Medium,14.0,22.56,Low
88.0,Car,Urban,3.0,High,76.9,Fieldwork,False,51.5,False,Medium,26.0,62.89,Medium
43.1,Public Only,Rural,1.0,Moderate,70.7,Factory,False,47.9,False,Medium,21.0,29.16,Low
68.3,Two-wheeler,Semi-Urban,4.0,High,67.0,Factory,True,49.8,True,Low,30.0,57.44,Medium
37.0,None,Semi-Urban,0.0,Moderate,49.8,Fieldwork,False,66.8,True,High,39.0,38.38,Medium
59.2,,Urban,3.0,Low,50.0,Remote,False,73.9,False,Medium,19.0,53.87,Medium
63.6,None,Rural,3.0,Moderate,66.5,Fieldwork,True,33.2,True,Medium,35.0,42.39,Medium
49.2,Car,Semi-Urban,0.0,Moderate,69.1,,False,88.6,False,Low,29.0,47.65,Medium
0.0,Car,Rural,4.0,Moderate,60.3,Factory,False,20.1,False,High,34.0,46.02,Medium
45.4,Two-wheeler,Rural,2.0,Moderate,52.8,Fieldwork,True,35.8,False,Low,29.0,42.53,Medium
,Car,Rural,4.0,Moderate,58.0,Factory,False,45.6,False,Low,6.0,57.85,Medium
55.5,Public Only,Rural,4.0,Low,59.2,Office,False,64.1,False,Low,9.0,51.45,Medium
53.9,,Urban,0.0,Moderate,64.1,Fieldwork,False,15.4,True,High,8.0,26.99,Low
10.6,Two-wheeler,Rural,3.0,Moderate,56.7,Office,True,94.3,True,,16.0,31.37,Medium
30.6,,Urban,,Low,77.5,Factory,False,14.1,False,High,34.0,47.01,Medium
53.2,Public Only,Rural,3.0,Moderate,58.3,Remote,False,81.0,False,Low,,37.18,Medium
53.2,Car,Urban,4.0,Low,50.4,Remote,True,41.7,False,High,11.0,64.71,Medium
69.3,Car,Semi-Urban,0.0,,58.8,Office,False,51.9,True,Low,40.0,37.19,Medium
42.1,None,Urban,2.0,Moderate,43.5,Fieldwork,False,5.6,False,Medium,1.0,45.86,Medium
53.1,Two-wheeler,Semi-Urban,,Low,90.2,Office,False,64.9,False,Low,6.0,50.48,Medium
45.3,Public Only,Urban,1.0,Moderate,69.8,Fieldwork,False,46.9,True,Low,35.0,39.15,Medium
25.3,Car,Urban,0.0,Moderate,59.8,Factory,True,73.5,True,Low,24.0,48.73,Medium
0.0,Car,Rural,3.0,Low,81.2,Remote,False,22.2,False,Low,17.0,43.0,Medium
53.6,Two-wheeler,Semi-Urban,1.0,High,56.9,Fieldwork,True,78.6,False,Low,20.0,46.84,Medium
48.5,Two-wheeler,Urban,3.0,Moderate,59.5,Remote,False,15.7,True,,25.0,35.27,Medium
32.6,Car,Urban,3.0,Low,49.4,Office,True,55.1,True,High,23.0,63.19,Medium
12.6,Car,Urban,1.0,Moderate,45.9,Remote,False,20.8,False,Medium,19.0,41.15,Medium
57.6,None,Semi-Urban,0.0,Low,63.2,Remote,True,89.2,True,Medium,13.0,34.75,Medium
39.7,Two-wheeler,Rural,2.0,High,76.0,,False,69.0,False,Medium,,27.31,Low
56.1,Public Only,Semi-Urban,4.0,Moderate,46.8,Remote,True,81.9,True,Medium,9.0,51.55,Medium
,Car,Urban,2.0,Moderate,56.4,Office,False,44.7,True,,30.0,51.04,Medium
2.2,Car,Urban,,Moderate,56.9,Remote,False,43.8,False,High,11.0,37.88,Medium
31.0,Car,Rural,1.0,Low,71.6,Fieldwork,False,49.2,False,Medium,6.0,40.34,Medium
40.8,Car,Urban,1.0,Moderate,53.5,Office,True,47.3,False,,4.0,39.06,Medium
,None,Semi-Urban,1.0,Low,71.3,Factory,False,42.1,False,Medium,21.0,47.99,Medium
12.3,Two-wheeler,Urban,1.0,,70.7,Remote,False,45.7,True,High,18.0,18.7,Low
83.7,Car,Semi-Urban,1.0,Low,50.1,Remote,False,73.5,False,Medium,18.0,53.61,Medium
47.7,Two-wheeler,Rural,2.0,Low,55.6,Factory,True,69.4,False,High,13.0,50.77,Medium
43.1,Public Only,Urban,3.0,Moderate,61.2,,False,26.6,False,Low,6.0,39.81,Medium
41.0,Public Only,Semi-Urban,4.0,High,53.4,,False,64.3,False,Low,21.0,46.56,Medium
36.3,,Semi-Urban,3.0,Moderate,46.6,Remote,False,22.0,False,Medium,2.0,37.9,Medium
66.0,Public Only,Urban,2.0,Low,82.2,Factory,False,79.8,False,Medium,21.0,59.87,Medium
,Two-wheeler,Urban,,Moderate,33.3,Fieldwork,True,30.9,False,High,12.0,57.86,Medium
51.9,Public Only,Semi-Urban,0.0,Moderate,63.5,Office,False,65.9,False,Low,40.0,34.1,Medium
37.3,Public Only,Urban,1.0,Moderate,80.5,Office,False,62.7,True,Low,18.0,32.04,Medium
29.8,Car,Rural,2.0,Moderate,47.9,Remote,False,43.9,False,Medium,1.0,36.56,Medium
96.7,Car,Urban,3.0,Moderate,60.4,Fieldwork,False,42.3,True,High,15.0,58.05,Medium
53.4,Car,Urban,3.0,Moderate,73.5,Factory,False,45.4,True,Low,23.0,57.99,Medium
57.3,None,Urban,1.0,Low,14.4,Remote,False,59.8,False,High,25.0,50.15,Medium
67.8,Car,Urban,2.0,High,59.2,Remote,False,66.9,False,High,20.0,51.13,Medium
16.6,,Urban,2.0,Moderate,36.4,Remote,True,94.2,False,High,15.0,45.59,Medium
80.0,Two-wheeler,Urban,3.0,Moderate,74.5,Factory,True,84.8,False,Medium,3.0,59.18,Medium
0.0,Public Only,Semi-Urban,0.0,Low,48.1,Office,False,61.6,False,Medium,7.0,32.34,Medium
29.6,Two-wheeler,Rural,,Moderate,86.8,Factory,False,55.3,False,Low,1.0,23.21,Low
35.8,Public Only,Semi-Urban,3.0,Low,45.7,Factory,False,39.2,False,Medium,13.0,57.54,Medium
56.6,None,Urban,3.0,Moderate,66.7,Office,False,63.0,False,Medium,13.0,43.47,Medium
49.4,Car,Rural,3.0,Moderate,46.9,Remote,True,77.5,False,Medium,16.0,56.04,Medium
41.7,Public Only,Urban,2.0,Low,56.4,Remote,True,73.1,False,Low,,58.22,Medium
44.8,Car,Urban,3.0,High,59.9,,False,55.7,True,Low,38.0,59.13,Medium
25.4,None,Urban,2.0,Low,60.4,Factory,False,38.0,False,Low,27.0,53.74,Medium
15.1,None,Urban,1.0,Moderate,84.8,Office,False,52.8,True,Medium,22.0,19.91,Low
59.5,Car,Rural,2.0,Low,81.4,Factory,False,64.5,False,Low,8.0,60.86,Medium
58.9,Car,Urban,1.0,Moderate,48.8,Remote,True,73.8,True,Low,16.0,57.72,Medium
76.7,Two-wheeler,Semi-Urban,1.0,Low,60.6,Office,True,54.7,False,Medium,32.0,45.96,Medium
29.2,Car,Urban,5.0,Moderate,42.5,Remote,False,69.1,True,Medium,16.0,61.34,Medium
58.9,Car,Semi-Urban,0.0,Low,39.1,Remote,False,71.3,False,Medium,37.0,57.01,Medium
39.3,Two-wheeler,Semi-Urban,2.0,High,50.0,Office,False,44.2,False,,6.0,34.71,Medium
68.8,Public Only,Urban,2.0,Moderate,85.2,Fieldwork,False,38.5,False,Low,25.0,50.43,Medium
65.4,Two-wheeler,Semi-Urban,0.0,Low,34.7,,False,83.9,False,Low,23.0,51.25,Medium
49.2,Public Only,Semi-Urban,,Moderate,68.6,Remote,True,64.3,False,Medium,19.0,34.33,Medium
38.2,Public Only,Semi-Urban,3.0,Moderate,66.9,Office,False,61.2,False,Low,25.0,42.33,Medium
,Public Only,Semi-Urban,2.0,High,48.9,,False,39.2,False,Low,1.0,42.68,Medium
57.9,Two-wheeler,Semi-Urban,2.0,Moderate,69.7,Factory,False,8.9,False,High,9.0,38.55,Medium
31.3,Two-wheeler,Urban,0.0,Moderate,69.6,Fieldwork,True,59.6,True,Medium,32.0,31.68,Medium
18.4,None,Semi-Urban,2.0,Moderate,59.4,Fieldwork,True,59.7,False,Low,17.0,40.06,Medium
