student_id,age,gender,ethnicity,major,gpa_current,gpa_history,attendance_rate,enrollment_gap_months,credits_completed,financial_aid_status,academic_warning_count,advisor_meeting_count,advising_notes,counseling_notes,gpa_by_semester,attendance_by_semester,dropout_risk,next_semester_dropout,dropout_type,dropout_duration,dropout_cause
S2588,26,Other,Hispanic,Electrical Engineering,3.57,3.18,0.84,3,105,True,2,1,Student discussed academic goals and current challenges.,,"[1.8, 1.9, 2.83, 3.93]","[0.68, 0.98, 0.52, 0.96]",False,False,None,0,None
S2589,29,Other,Black,Electrical Engineering,2.43,2.21,0.96,1,87,False,0,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.51, 3.2, 2.53, 3.39]","[0.9, 0.72, 0.87, 0.92]",False,False,None,0,None
S2590,28,Other,White,Computer Science,2.96,2.57,0.75,0,42,True,3,3,Student discussed academic goals and current challenges.,,"[2.26, 2.13, 1.62, 3.59]","[0.53, 0.94, 0.56, 0.53]",False,False,None,0,None
S2591,23,Female,Asian,Business,2.19,1.76,0.87,2,82,True,3,5,Student discussed academic goals and current challenges.,,"[2.76, 2.34, 3.57, 3.32]","[0.7, 0.92, 0.96, 0.77]",True,True,Temporary,1,Mental Health
S2592,25,Female,Hispanic,Business,2.32,1.96,0.96,0,117,True,1,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.65, 3.01, 3.92, 2.76]","[0.53, 0.61, 0.62, 0.67]",True,False,Permanent,0,Financial
S2593,19,Female,Other,Computer Science,1.7,1.53,0.65,2,95,True,0,2,Student discussed academic goals and current challenges.,,"[3.77, 2.98, 2.64, 3.84]","[0.55, 0.89, 0.68, 0.85]",False,False,None,0,None
S2594,18,Female,Asian,Business,2.23,2.02,0.72,2,111,False,0,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.22, 2.34, 3.46, 1.79]","[0.92, 0.63, 0.53, 0.56]",False,False,None,0,None
S2595,24,Female,White,Computer Science,2.63,2.5,0.76,3,31,True,1,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.68, 1.89, 1.64, 2.5]","[0.67, 0.82, 0.77, 0.8]",False,False,None,0,None
S2596,20,Male,Hispanic,Business,3.62,3.59,0.98,0,21,False,3,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.78, 1.77, 1.68, 2.57]","[0.87, 0.63, 0.78, 0.64]",False,False,None,0,None
S2597,19,Male,Asian,Biology,3.77,3.34,0.76,3,64,False,3,4,Student discussed academic goals and current challenges.,,"[2.01, 3.52, 2.42, 3.96]","[0.68, 0.68, 0.82, 0.98]",True,True,Permanent,0,Academic
S2598,19,Male,White,Electrical Engineering,2.35,2.25,0.97,0,49,True,2,5,Student discussed academic goals and current challenges.,,"[1.97, 2.97, 1.63, 3.54]","[0.64, 0.99, 0.96, 0.87]",False,False,None,0,None
S2599,21,Female,Hispanic,Electrical Engineering,3.42,3.35,0.66,1,77,False,3,3,Student discussed academic goals and current challenges.,,"[3.08, 3.88, 1.7, 2.96]","[0.96, 0.5, 0.82, 0.74]",True,False,Transfer,1,Other
S2600,22,Male,Black,Business,3.79,3.59,0.56,1,102,True,3,1,Student discussed academic goals and current challenges.,,"[2.59, 2.92, 1.95, 2.73]","[0.94, 0.89, 0.54, 0.93]",True,False,Transfer,2,Financial
S2601,21,Male,Black,Business,3.16,3.09,0.84,3,20,False,2,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.11, 3.84, 1.61, 3.73]","[0.69, 0.86, 0.83, 0.58]",False,False,None,0,None
S2602,24,Other,White,Computer Science,1.51,1.42,0.61,0,118,True,3,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.17, 2.82, 3.86, 1.54]","[0.72, 0.83, 0.61, 0.86]",True,True,Transfer,2,Mental Health
S2603,20,Male,Hispanic,Psychology,2.63,2.29,0.63,0,100,True,0,4,Student discussed academic goals and current challenges.,,"[3.56, 3.32, 2.07, 3.89]","[0.51, 0.67, 0.63, 0.52]",False,False,None,0,None
S2604,23,Other,Black,Business,2.94,2.88,0.59,0,110,False,1,3,Student discussed academic goals and current challenges.,,"[3.61, 2.66, 3.46, 2.71]","[0.69, 0.76, 0.84, 0.86]",False,False,None,0,None
S2605,21,Female,Other,Psychology,2.76,2.7,0.75,0,114,True,1,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.22, 3.98, 2.07, 2.02]","[0.77, 0.92, 0.87, 0.86]",False,False,None,0,None
S2606,27,Male,Black,Electrical Engineering,1.56,1.48,0.67,3,23,False,2,4,Student discussed academic goals and current challenges.,,"[3.31, 2.95, 1.62, 2.43]","[0.74, 0.83, 0.65, 0.97]",True,False,Temporary,1,Mental Health
S2607,24,Female,Other,Computer Science,2.12,1.96,0.88,0,39,False,1,1,Student discussed academic goals and current challenges.,,"[3.94, 2.69, 3.44, 3.42]","[0.75, 0.9, 0.63, 0.56]",True,True,Permanent,0,Financial
S2608,20,Other,Black,Biology,3.86,3.61,0.82,0,26,False,3,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.5, 3.45, 3.18, 1.74]","[1.0, 0.88, 0.87, 0.53]",True,True,Permanent,0,Financial
S2609,25,Other,Hispanic,Electrical Engineering,2.08,1.97,0.89,2,37,True,0,4,Student discussed academic goals and current challenges.,,"[3.06, 1.91, 2.38, 3.87]","[0.87, 0.77, 0.63, 0.69]",False,False,None,0,None
S2610,22,Male,Other,Biology,2.16,1.87,0.85,0,52,True,2,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.76, 3.91, 3.59, 2.03]","[0.64, 0.94, 0.94, 0.82]",False,False,None,0,None
S2611,23,Other,Black,Electrical Engineering,3.35,3.22,0.75,2,25,True,3,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.26, 2.14, 2.21, 1.73]","[0.84, 0.76, 0.6, 0.61]",False,False,None,0,None
S2612,27,Female,Black,Electrical Engineering,2.09,1.7,0.8,1,92,True,1,4,Student discussed academic goals and current challenges.,,"[3.38, 3.2, 3.39, 1.93]","[0.78, 0.92, 0.51, 0.56]",False,False,None,0,None
S2613,20,Male,Asian,Psychology,1.9,1.59,0.94,2,79,True,1,1,Student discussed academic goals and current challenges.,,"[3.26, 3.8, 2.94, 1.97]","[0.56, 0.63, 0.55, 0.76]",False,False,None,0,None
S2614,28,Other,Black,Electrical Engineering,1.86,1.79,0.65,2,75,False,3,0,Student discussed academic goals and current challenges.,,"[3.28, 1.58, 1.71, 3.86]","[0.54, 0.77, 0.82, 0.98]",False,False,None,0,None
S2615,28,Other,Hispanic,Computer Science,3.45,3.09,0.8,0,82,True,2,2,Student discussed academic goals and current challenges.,,"[2.85, 3.02, 3.21, 1.93]","[0.65, 0.87, 0.58, 0.67]",True,True,Permanent,0,Other
S2616,18,Male,White,Computer Science,3.2,2.76,0.84,0,31,True,2,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.94, 3.12, 3.39, 2.12]","[0.86, 0.72, 0.64, 0.76]",True,False,Permanent,0,Financial
S2617,18,Female,Hispanic,Business,3.35,2.98,0.99,1,85,False,3,5,Student discussed academic goals and current challenges.,,"[1.92, 3.6, 2.32, 3.37]","[0.91, 0.88, 0.69, 0.97]",True,True,Permanent,0,Mental Health
S2618,21,Female,White,Computer Science,3.24,3.15,0.52,2,24,True,1,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.9, 2.54, 2.51, 2.39]","[0.78, 1.0, 0.63, 0.85]",True,True,Temporary,2,Mental Health
S2619,27,Female,White,Biology,2.96,2.91,0.79,0,71,False,1,4,Student discussed academic goals and current challenges.,,"[3.88, 3.74, 2.78, 3.11]","[0.53, 0.85, 0.85, 0.68]",False,False,None,0,None
S2620,26,Other,White,Electrical Engineering,2.8,2.78,0.66,0,53,False,1,1,Student discussed academic goals and current challenges.,,"[3.51, 2.0, 2.83, 3.37]","[0.62, 0.96, 0.93, 0.63]",True,True,Transfer,3,Academic
S2621,20,Male,Other,Electrical Engineering,3.17,3.03,0.84,0,100,False,3,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.37, 3.05, 2.51, 1.56]","[0.74, 0.72, 0.88, 0.64]",False,False,None,0,None
S2622,28,Male,Asian,Biology,3.79,3.59,0.95,0,51,False,1,0,Student discussed academic goals and current challenges.,,"[3.71, 3.82, 2.14, 2.42]","[0.99, 0.78, 0.75, 0.75]",False,False,None,0,None
S2623,29,Female,Black,Biology,3.21,3.01,0.78,3,112,True,2,1,Student discussed academic goals and current challenges.,,"[3.74, 1.91, 3.47, 3.35]","[0.59, 0.71, 0.71, 0.88]",True,True,Transfer,2,Mental Health
S2624,27,Other,White,Business,2.66,2.34,0.78,0,98,True,1,2,Student discussed academic goals and current challenges.,,"[3.64, 2.3, 2.56, 3.51]","[0.54, 0.93, 0.66, 0.5]",False,False,None,0,None
S2625,21,Female,Asian,Psychology,2.3,2.24,0.81,3,75,True,3,0,Student discussed academic goals and current challenges.,,"[2.59, 3.23, 2.63, 1.82]","[0.94, 0.71, 0.54, 0.76]",False,False,None,0,None
S2626,26,Other,Asian,Electrical Engineering,2.92,2.81,0.57,0,100,False,1,4,Student discussed academic goals and current challenges.,,"[3.9, 2.19, 2.94, 2.27]","[0.87, 0.52, 0.52, 0.91]",False,False,None,0,None
S2627,24,Male,White,Computer Science,3.42,3.35,0.61,0,84,True,1,2,Student discussed academic goals and current challenges.,,"[2.71, 2.09, 2.46, 2.22]","[0.68, 0.51, 0.52, 0.84]",True,False,Temporary,1,Other
S2628,18,Female,Other,Biology,3.71,3.58,0.7,0,94,True,2,3,Student discussed academic goals and current challenges.,,"[2.96, 3.21, 3.2, 3.09]","[0.75, 0.76, 0.82, 0.85]",True,False,Permanent,0,Other
S2629,19,Female,Other,Business,1.51,1.42,0.74,1,28,True,1,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.4, 2.88, 2.13, 1.78]","[0.95, 0.95, 0.56, 0.9]",True,True,Transfer,2,Academic
S2630,28,Other,Hispanic,Biology,2.31,1.94,0.81,0,21,False,0,2,Student discussed academic goals and current challenges.,,"[3.97, 1.94, 3.62, 3.68]","[0.82, 0.75, 0.98, 0.99]",False,False,None,0,None
S2631,28,Female,Black,Business,3.13,3.02,0.66,0,99,False,1,4,Student discussed academic goals and current challenges.,,"[3.01, 4.0, 1.75, 3.55]","[0.56, 0.83, 0.82, 0.95]",False,False,None,0,None
S2632,22,Male,Black,Computer Science,2.46,2.19,0.59,3,51,False,0,0,Student discussed academic goals and current challenges.,,"[3.31, 2.83, 3.71, 2.62]","[0.57, 0.92, 0.64, 0.53]",True,False,Permanent,0,Financial
S2633,28,Female,Asian,Electrical Engineering,1.79,1.32,0.95,0,98,False,2,1,Student discussed academic goals and current challenges.,,"[2.96, 3.45, 3.38, 2.14]","[0.66, 0.74, 0.51, 0.65]",True,True,Transfer,1,Mental Health
S2634,19,Other,Other,Business,1.77,1.71,0.73,3,24,False,1,5,Student discussed academic goals and current challenges.,,"[2.7, 3.53, 2.46, 1.57]","[0.78, 0.84, 0.87, 0.7]",False,False,None,0,None
S2635,23,Other,White,Electrical Engineering,2.78,2.56,0.71,0,71,False,2,5,Student discussed academic goals and current challenges.,,"[2.35, 2.78, 2.27, 3.73]","[0.72, 0.65, 0.58, 0.84]",False,False,None,0,None
S2636,28,Female,Asian,Computer Science,3.85,3.77,0.93,0,95,False,2,1,Student discussed academic goals and current challenges.,,"[3.93, 2.77, 2.84, 2.11]","[0.69, 0.51, 0.84, 0.66]",True,False,Temporary,2,Mental Health
S2637,23,Male,Other,Biology,1.76,1.35,0.65,0,32,False,1,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.15, 2.76, 2.67, 3.49]","[0.92, 0.64, 0.91, 0.59]",False,False,None,0,None
S2638,25,Female,White,Biology,2.12,1.97,0.93,0,92,True,3,4,Student discussed academic goals and current challenges.,,"[1.89, 2.22, 2.32, 2.56]","[0.83, 0.64, 0.53, 0.69]",False,False,None,0,None
S2639,26,Male,White,Business,2.83,2.34,0.84,0,79,True,2,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.84, 3.01, 3.39, 3.31]","[0.52, 0.9, 0.77, 0.7]",False,False,None,0,None
S2640,25,Female,Black,Psychology,1.87,1.41,0.62,0,104,True,1,5,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.73, 1.9, 1.9, 2.43]","[0.95, 0.6, 0.71, 0.66]",False,False,None,0,None
S2641,24,Female,Black,Psychology,2.19,1.76,0.5,0,110,False,0,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.18, 1.92, 1.81, 3.49]","[0.75, 0.82, 0.67, 0.78]",True,True,Temporary,3,Financial
S2642,25,Other,Hispanic,Electrical Engineering,3.13,3.05,0.81,0,79,True,0,2,Student discussed academic goals and current challenges.,,"[1.7, 2.37, 3.03, 2.9]","[0.55, 0.9, 0.99, 0.59]",True,True,Temporary,2,Other
S2643,27,Other,Other,Electrical Engineering,2.89,2.42,0.59,0,45,False,1,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.43, 1.98, 3.54, 3.01]","[0.68, 0.72, 0.91, 0.67]",True,True,Transfer,2,Other
S2644,20,Male,Other,Electrical Engineering,3.78,3.59,0.67,0,35,True,3,1,Student discussed academic goals and current challenges.,,"[3.29, 3.56, 3.4, 1.57]","[0.84, 0.75, 0.79, 0.69]",False,False,None,0,None
S2645,26,Other,Asian,Psychology,3.18,2.89,0.93,0,107,True,1,1,Student discussed academic goals and current challenges.,,"[3.9, 1.68, 2.34, 3.81]","[0.95, 0.93, 0.65, 0.92]",True,True,Transfer,2,Academic
S2646,24,Male,Black,Computer Science,3.05,2.93,0.85,3,103,True,1,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.82, 3.24, 2.77, 2.54]","[1.0, 0.57, 0.8, 0.94]",False,False,None,0,None
S2647,24,Other,Asian,Computer Science,2.69,2.32,0.51,0,117,True,0,2,Student discussed academic goals and current challenges.,,"[1.51, 2.77, 3.81, 3.66]","[0.51, 0.76, 0.5, 0.89]",True,False,Permanent,0,Academic
S2648,19,Male,Black,Psychology,2.05,1.67,0.65,0,102,False,2,3,Student discussed academic goals and current challenges.,,"[3.06, 2.86, 1.52, 2.48]","[0.95, 0.95, 0.6, 0.69]",False,False,None,0,None
S2649,21,Male,White,Business,3.61,3.34,0.97,3,114,True,3,1,Student discussed academic goals and current challenges.,,"[3.0, 1.56, 3.93, 2.25]","[0.62, 0.74, 0.77, 0.88]",True,True,Permanent,0,Academic
S2650,26,Male,Asian,Computer Science,3.53,3.46,0.74,1,63,False,3,2,Student discussed academic goals and current challenges.,,"[3.13, 3.95, 1.67, 2.49]","[0.92, 0.71, 0.63, 1.0]",True,False,Permanent,0,Financial
S2651,20,Male,Black,Computer Science,3.89,3.77,0.74,3,92,True,2,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.97, 3.42, 2.37, 2.83]","[0.8, 0.8, 0.86, 0.83]",False,False,None,0,None
S2652,21,Female,White,Electrical Engineering,1.71,1.34,0.7,3,58,True,3,1,Student discussed academic goals and current challenges.,,"[2.55, 3.97, 2.21, 2.83]","[0.87, 0.51, 0.95, 0.69]",False,False,None,0,None
S2653,27,Other,Asian,Psychology,1.76,1.62,0.99,3,97,False,0,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.53, 3.1, 1.83, 3.56]","[0.89, 0.75, 0.61, 0.82]",True,True,Permanent,0,Mental Health
S2654,29,Male,Other,Business,2.44,2.09,0.92,2,67,True,2,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.85, 4.0, 2.87, 2.55]","[0.95, 0.62, 0.55, 0.82]",False,False,None,0,None
S2655,19,Male,Asian,Biology,1.69,1.27,0.66,0,45,False,3,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.83, 3.02, 3.32, 2.71]","[0.62, 0.81, 0.77, 0.59]",False,False,None,0,None
S2656,24,Female,Other,Electrical Engineering,3.94,3.5,0.7,0,105,True,3,4,Student discussed academic goals and current challenges.,,"[3.34, 3.76, 1.64, 2.64]","[0.87, 0.79, 0.59, 0.67]",True,False,Permanent,0,Mental Health
S2657,29,Female,Asian,Business,3.08,2.63,0.69,0,94,True,2,3,Student discussed academic goals and current challenges.,,"[2.96, 1.62, 3.31, 3.18]","[0.68, 0.71, 0.96, 0.51]",False,False,None,0,None
S2658,20,Female,Asian,Computer Science,3.81,3.35,0.79,2,35,True,2,4,Student discussed academic goals and current challenges.,,"[3.99, 2.79, 3.84, 3.47]","[0.9, 0.72, 0.69, 0.6]",False,False,None,0,None
S2659,27,Other,Black,Business,3.45,2.99,0.98,3,28,True,0,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.67, 3.61, 2.39, 2.55]","[0.92, 0.55, 0.68, 0.98]",False,False,None,0,None
S2660,27,Female,Asian,Computer Science,3.39,3.01,0.53,0,69,True,3,3,Student discussed academic goals and current challenges.,,"[3.41, 2.48, 3.28, 2.95]","[0.86, 0.53, 0.52, 0.69]",False,False,None,0,None
S2661,27,Female,Black,Computer Science,1.86,1.58,0.84,0,105,False,1,1,Student discussed academic goals and current challenges.,,"[3.56, 3.73, 3.79, 2.77]","[0.84, 0.81, 0.65, 0.64]",True,False,Permanent,0,Mental Health
S2662,19,Female,Hispanic,Psychology,2.05,1.67,0.98,0,94,True,1,2,Student discussed academic goals and current challenges.,,"[2.82, 1.72, 2.66, 3.56]","[0.6, 0.55, 0.66, 0.69]",False,False,None,0,None
S2663,25,Other,White,Electrical Engineering,2.77,2.28,0.53,0,37,True,3,3,Student discussed academic goals and current challenges.,,"[2.87, 2.12, 2.8, 1.56]","[0.72, 0.79, 0.59, 0.63]",False,False,None,0,None
S2664,27,Male,Hispanic,Psychology,3.26,3.04,0.66,3,106,True,1,5,Student discussed academic goals and current challenges.,,"[3.87, 3.64, 3.48, 3.88]","[0.62, 0.81, 0.94, 0.81]",False,False,None,0,None
S2665,26,Female,Other,Biology,1.75,1.53,0.99,0,48,True,3,2,Student discussed academic goals and current challenges.,,"[3.64, 2.92, 1.72, 3.63]","[0.77, 0.71, 0.67, 0.55]",False,False,None,0,None
S2666,25,Other,Hispanic,Biology,3.51,3.11,0.56,0,43,False,1,3,Student discussed academic goals and current challenges.,,"[2.57, 3.11, 2.21, 2.33]","[0.56, 0.71, 0.79, 0.56]",False,False,None,0,None
S2667,28,Other,Black,Computer Science,3.63,3.38,0.68,0,98,False,3,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.39, 1.84, 3.91, 3.61]","[0.78, 0.95, 0.69, 0.52]",True,False,Temporary,3,Mental Health
S2668,24,Other,Hispanic,Electrical Engineering,2.62,2.51,0.64,3,31,True,2,5,Student discussed academic goals and current challenges.,,"[2.53, 1.92, 1.69, 2.09]","[0.53, 0.81, 0.9, 0.67]",True,True,Temporary,3,Mental Health
S2669,25,Female,Black,Biology,1.64,1.48,0.53,0,49,True,1,3,Student discussed academic goals and current challenges.,,"[3.28, 1.64, 2.57, 2.1]","[0.88, 0.94, 0.64, 0.55]",False,False,None,0,None
S2670,24,Male,Black,Electrical Engineering,1.76,1.6,0.77,0,101,False,1,0,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[1.92, 1.93, 1.98, 3.41]","[0.53, 1.0, 0.76, 0.77]",True,False,Transfer,2,Financial
S2671,25,Female,Asian,Psychology,3.23,2.99,0.66,0,50,True,0,4,Student discussed academic goals and current challenges.,,"[2.59, 2.38, 1.72, 1.96]","[0.59, 0.85, 0.7, 0.89]",False,False,None,0,None
S2672,27,Other,Other,Computer Science,1.98,1.7,0.87,0,41,True,2,4,Student discussed academic goals and current challenges.,,"[3.33, 2.18, 2.93, 2.11]","[0.92, 0.74, 0.82, 0.9]",False,False,None,0,None
S2673,26,Male,Asian,Electrical Engineering,2.45,2.24,0.65,1,97,True,0,2,Student discussed academic goals and current challenges.,,"[3.8, 2.12, 2.1, 2.78]","[0.88, 0.72, 0.82, 0.73]",True,True,Transfer,1,Other
S2674,19,Male,Black,Psychology,1.69,1.64,0.97,0,102,True,2,3,Student discussed academic goals and current challenges.,,"[3.49, 2.32, 2.39, 2.34]","[0.75, 0.85, 0.89, 0.7]",False,False,None,0,None
S2675,29,Other,White,Psychology,2.94,2.6,0.83,0,27,True,2,0,Student discussed academic goals and current challenges.,,"[2.93, 3.41, 2.93, 3.39]","[0.55, 0.94, 0.77, 0.52]",False,False,None,0,None
S2676,29,Other,Asian,Business,3.71,3.67,0.93,1,73,True,3,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.73, 1.82, 3.82, 2.3]","[0.6, 0.74, 0.52, 0.63]",True,False,Transfer,1,Financial
S2677,29,Other,Black,Computer Science,1.82,1.76,0.94,2,95,True,2,4,Student discussed academic goals and current challenges.,,"[2.06, 2.9, 2.5, 3.42]","[0.93, 0.67, 0.83, 0.77]",False,False,None,0,None
S2678,23,Female,Other,Business,3.57,3.22,0.98,1,46,True,2,3,Student discussed academic goals and current challenges.,,"[2.36, 1.8, 2.69, 2.5]","[0.86, 0.98, 0.88, 0.59]",False,False,None,0,None
S2679,21,Other,Black,Psychology,2.58,2.38,0.83,0,48,True,3,1,Student discussed academic goals and current challenges.,,"[2.33, 2.95, 2.1, 3.49]","[0.89, 0.65, 0.84, 0.85]",True,True,Permanent,0,Financial
S2680,22,Other,Black,Psychology,2.11,1.96,0.7,0,83,True,3,4,Student discussed academic goals and current challenges.,,"[1.55, 2.07, 3.27, 2.25]","[0.96, 0.86, 0.64, 0.76]",True,True,Transfer,2,Academic
S2681,18,Other,Hispanic,Psychology,1.98,1.86,0.75,0,79,True,3,4,Student discussed academic goals and current challenges.,,"[3.99, 2.97, 2.27, 3.18]","[0.92, 0.59, 0.73, 0.66]",False,False,None,0,None
S2682,22,Female,Black,Computer Science,3.45,3.03,0.9,2,72,True,2,1,Student discussed academic goals and current challenges.,,"[2.07, 2.8, 2.52, 2.24]","[0.53, 0.76, 0.91, 0.93]",False,False,None,0,None
S2683,23,Male,White,Computer Science,1.9,1.9,0.9,0,71,False,3,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.58, 2.76, 1.74, 3.04]","[0.84, 0.81, 0.9, 0.87]",False,False,None,0,None
S2684,21,Female,Asian,Electrical Engineering,2.48,2.16,0.97,0,20,False,0,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.88, 3.87, 1.75, 3.31]","[0.91, 0.85, 0.69, 0.69]",False,False,None,0,None
S2685,23,Male,Black,Biology,3.62,3.5,0.66,3,90,False,2,3,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.62, 1.97, 1.95, 2.56]","[0.88, 0.92, 0.99, 0.54]",False,False,None,0,None
S2686,22,Male,Other,Electrical Engineering,3.34,3.15,0.54,0,79,True,0,2,Student discussed academic goals and current challenges.,,"[2.57, 1.94, 3.91, 1.77]","[0.99, 0.92, 0.71, 0.87]",True,True,Transfer,1,Academic
S2687,19,Other,Hispanic,Computer Science,2.85,2.55,0.78,1,114,True,1,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.61, 2.75, 2.59, 2.85]","[0.94, 0.82, 0.86, 0.8]",True,True,Permanent,0,Mental Health
S2688,18,Female,Other,Electrical Engineering,2.95,2.94,1.0,2,48,True,1,1,Student discussed academic goals and current challenges.,,"[2.49, 2.9, 2.51, 2.1]","[0.66, 0.62, 0.63, 0.55]",False,False,None,0,None
S2689,24,Female,Black,Computer Science,2.63,2.44,0.99,2,74,False,1,0,Student discussed academic goals and current challenges.,,"[1.87, 3.63, 2.12, 3.83]","[0.61, 0.87, 0.53, 0.81]",False,False,None,0,None
S2690,25,Other,Asian,Biology,3.18,2.86,0.96,0,104,False,2,2,Student discussed academic goals and current challenges.,,"[1.79, 3.57, 2.12, 2.81]","[0.8, 0.68, 0.83, 0.63]",True,True,Permanent,0,Other
S2691,27,Other,Asian,Business,3.06,3.02,0.67,1,100,False,3,4,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.94, 2.37, 2.15, 2.06]","[0.58, 1.0, 0.65, 0.7]",False,False,None,0,None
S2692,19,Male,Asian,Electrical Engineering,2.37,2.19,0.64,0,21,True,2,3,Student discussed academic goals and current challenges.,,"[3.38, 1.87, 3.85, 1.93]","[0.69, 0.6, 0.64, 0.88]",False,False,None,0,None
S2693,23,Other,Black,Electrical Engineering,3.89,3.69,0.73,0,33,False,3,5,Student discussed academic goals and current challenges.,,"[2.6, 2.7, 3.75, 2.98]","[0.94, 0.75, 0.6, 0.86]",False,False,None,0,None
S2694,24,Other,Other,Biology,2.47,2.11,0.71,0,59,True,0,4,Student discussed academic goals and current challenges.,,"[3.18, 2.98, 3.12, 3.91]","[0.85, 0.82, 0.81, 0.7]",False,False,None,0,None
S2695,25,Male,White,Business,1.85,1.48,0.82,0,69,True,0,5,Student discussed academic goals and current challenges.,,"[3.09, 2.32, 2.19, 2.98]","[0.51, 0.62, 0.67, 0.85]",False,False,None,0,None
S2696,19,Female,Asian,Psychology,1.88,1.69,0.52,0,29,False,2,1,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[2.75, 2.76, 3.81, 2.22]","[0.67, 0.83, 0.89, 0.85]",False,False,None,0,None
S2697,23,Other,Asian,Electrical Engineering,3.78,3.59,0.76,0,80,True,0,1,Student discussed academic goals and current challenges.,,"[3.28, 3.13, 2.11, 1.6]","[0.63, 0.99, 0.59, 0.73]",False,False,None,0,None
S2698,28,Male,Asian,Electrical Engineering,3.67,3.3,0.51,2,94,True,0,2,Student discussed academic goals and current challenges.,,"[2.16, 2.58, 3.61, 2.31]","[0.94, 0.68, 0.68, 0.65]",False,False,None,0,None
S2699,24,Male,Hispanic,Computer Science,3.73,3.35,0.62,3,79,True,3,1,Student discussed academic goals and current challenges.,,"[2.85, 2.43, 2.92, 2.65]","[0.74, 0.88, 0.76, 0.66]",True,True,Temporary,2,Mental Health
S2700,20,Other,White,Business,3.24,2.83,0.95,3,47,True,2,2,Student discussed academic goals and current challenges.,Reported stress and difficulty with time management.,"[3.17, 3.39, 2.59, 2.41]","[0.86, 0.61, 0.5, 0.74]",True,False,Permanent,0,Other
S2701,23,Female,Hispanic,Electrical Engineering,2.45,2.3,0.89,2,83,False,1,4,Student discussed academic goals and current challenges.,,"[1.86, 2.24, 3.06, 3.32]","[0.52, 0.77, 0.78, 0.54]",False,False,None,0,None
S2702,26,Female,Asian,Business,2.47,1.98,0.62,0,51,False,1,5,Student discussed academic goals and current challenges.,,"[1.73, 3.24, 2.14, 2.39]","[0.74, 0.9, 0.58, 0.55]",False,False,None,0,None
S2703,22,Other,Black,Psychology,2.23,2.16,0.82,0,52,True,1,3,Student discussed academic goals and current challenges.,,"[3.09, 3.47, 3.38, 3.3]","[0.53, 0.89, 0.75, 0.82]",False,False,None,0,None
S2704,27,Female,White,Computer Science,1.77,1.64,0.92,2,36,False,3,1,Student discussed academic goals and current challenges.,,"[3.18, 2.68, 2.0, 3.72]","[0.84, 0.58, 0.85, 0.87]",False,False,None,0,None
S2705,21,Female,Asian,Biology,3.69,3.42,0.79,1,52,False,0,2,Student discussed academic goals and current challenges.,,"[3.96, 1.59, 1.61, 2.57]","[0.83, 0.69, 1.0, 0.6]",True,False,Transfer,3,Academic
